INDEX,TRACK ID,VALID,UTC DATE,UTC TIME,LOCAL DATE,LOCAL TIME,MS,LATITUDE,N/S,LONGITUDE,E/W,ALTITUDE,SPEED,HEADING,G-X,G-Y,G-Z
108,1,FIXED,2018/3/22,0:24:23,2018/3/21,21:24:23,200,26.316870,S,48.833927,W,-46.069851,0.390737,208.402678,0.000000,0.000000,0.000000
109,1,FIXED,2018/3/22,0:24:28,2018/3/21,21:24:28,200,26.316889,S,48.833939,W,-45.131161,1.825842,340.517735,0.000000,0.000000,0.000000
110,1,FIXED,2018/3/22,0:24:33,2018/3/21,21:24:33,200,26.316866,S,48.833948,W,-41.883717,3.968238,296.377648,0.000000,0.000000,0.000000
111,1,FIXED,2018/3/22,0:24:38,2018/3/21,21:24:38,200,26.316843,S,48.834000,W,-42.681694,3.676163,318.588113,0.000000,0.000000,0.000000
112,1,FIXED,2018/3/22,0:24:43,2018/3/21,21:24:43,200,26.316814,S,48.834029,W,-43.524452,3.784348,222.607502,0.000000,0.000000,0.000000
113,1,FIXED,2018/3/22,0:24:48,2018/3/21,21:24:48,200,26.316834,S,48.834050,W,-44.140491,1.338389,140.853003,0.000000,0.000000,0.000000
114,1,FIXED,2018/3/22,0:24:53,2018/3/21,21:24:53,200,26.316877,S,48.834012,W,-42.061146,1.721835,79.159340,0.000000,0.000000,0.000000
115,1,FIXED,2018/3/22,0:24:58,2018/3/21,21:24:58,200,26.316870,S,48.833973,W,-40.326515,0.506162,120.223019,0.000000,0.000000,0.000000
116,1,FIXED,2018/3/22,0:25:3,2018/3/21,21:25:3,200,26.316871,S,48.833971,W,-40.372032,0.146263,68.343205,0.000000,0.000000,0.000000
117,1,FIXED,2018/3/22,0:25:8,2018/3/21,21:25:8,200,26.316869,S,48.833966,W,-40.203278,0.624270,62.526593,0.000000,0.000000,0.000000
118,1,FIXED,2018/3/22,0:25:13,2018/3/21,21:25:13,200,26.316863,S,48.833952,W,-39.686375,1.202661,232.370462,0.000000,0.000000,0.000000
119,1,FIXED,2018/3/22,0:25:18,2018/3/21,21:25:18,200,26.316879,S,48.833976,W,-38.366676,1.218280,247.667374,0.000000,0.000000,0.000000
120,1,FIXED,2018/3/22,0:25:23,2018/3/21,21:25:23,200,26.316884,S,48.833989,W,-37.720562,0.412655,214.274740,0.000000,0.000000,0.000000
121,1,FIXED,2018/3/22,0:25:28,2018/3/21,21:25:28,200,26.316886,S,48.833991,W,-37.246353,0.909839,68.813705,0.000000,0.000000,0.000000
122,1,FIXED,2018/3/22,0:25:33,2018/3/21,21:25:33,200,26.316873,S,48.833952,W,-31.622177,0.683237,241.206426,0.000000,0.000000,0.000000
123,1,FIXED,2018/3/22,0:25:38,2018/3/21,21:25:38,200,26.316875,S,48.833957,W,-30.881397,0.007372,42.837302,0.000000,0.000000,0.000000
